School,ACARA SML ID,year,Locality,Median VCE study score,Percentage of study scores of 40 and over,Percentage of VCE students applying for tertiary places,Percentage of satisfactory VCE completions,ICSEA,School Sector,School Type,Total Enrolments,Latitude,Longitude
Mernda Central P-12 College,52478.0,2022,MERNDA,25.0,1.1,73.3,100.0,1009.0,Government,Combined,1502.0,-37.603959,145.087925
Mernda Central P-12 College,,2023,MERNDA,28.0,3.2,68.4,99.0,,,,,,
Methodist Ladies College,46144.0,2014,KEW,35.0,23.9,98.0,100.0,1199.0,Independent,Combined,2059.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2015,KEW,35.0,22.2,99.0,100.0,1196.0,Independent,Combined,2050.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2016,KEW,34.0,22.5,100.0,100.0,1188.0,Independent,Combined,2027.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2017,KEW,36.0,28.3,100.0,100.0,1190.0,Independent,Combined,2034.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2018,KEW,36.0,26.0,99.3,100.0,1183.0,Independent,Combined,2014.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2019,KEW,35.0,25.0,97.5,100.0,1174.0,Independent,Combined,2024.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2020,KEW,36.0,27.6,99.0,100.0,1174.0,Independent,Combined,2034.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2021,KEW,36.0,29.7,98.5,100.0,1181.0,Independent,Combined,2018.0,-37.81479076,145.03845598
Methodist Ladies College,46144.0,2022,KEW,34.0,22.6,98.6,100.0,1195.0,Independent,Combined,2019.0,-37.81479076,145.03845598
Methodist Ladies College,,2023,KEW,33.0,19.6,97.7,100.0,,,,,,
Mildura Senior College,40562.0,2014,MILDURA,28.0,2.2,58.0,96.0,,Government,Secondary,882.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2015,MILDURA,28.0,3.9,59.0,95.0,,Government,Secondary,950.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2016,MILDURA,28.0,3.4,60.0,95.0,,Government,Secondary,880.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2017,MILDURA,27.0,2.1,62.0,95.0,,Government,Secondary,892.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2018,MILDURA,27.0,2.3,58.4,97.0,994.0,Government,Secondary,880.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2019,MILDURA,27.0,2.8,76.3,98.0,987.0,Government,Secondary,950.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2020,MILDURA,25.0,1.3,62.8,98.0,978.0,Government,Secondary,933.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2021,MILDURA,26.0,1.7,59.2,97.0,985.0,Government,Secondary,837.0,-34.19800387,142.14539009
Mildura Senior College,40562.0,2022,MILDURA,27.0,2.2,56.2,97.0,972.0,Government,Secondary,803.0,-34.19800387,142.14539009
Mildura Senior College,,2023,MILDURA,26.0,2.0,42.7,94.0,,,,,,
Mill Park Secondary College,45524.0,2014,EPPING,26.0,3.0,87.0,95.0,984.0,Government,Secondary,1603.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2015,EPPING,25.0,2.1,79.0,93.0,987.0,Government,Secondary,1558.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2016,EPPING,25.0,2.1,77.0,94.0,986.0,Government,Secondary,1574.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2017,EPPING,25.0,2.2,81.0,95.0,990.0,Government,Secondary,1512.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2018,EPPING,24.0,1.8,84.9,93.0,994.0,Government,Secondary,1461.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2019,EPPING,24.0,2.4,87.6,93.0,999.0,Government,Secondary,1441.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2020,EPPING,25.0,1.7,78.9,98.0,998.0,Government,Secondary,1384.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2021,EPPING,24.0,1.6,80.0,94.0,1004.0,Government,Secondary,1307.0,-37.66390279,145.06286022
Mill Park Secondary College,45524.0,2022,EPPING,25.0,1.3,88.5,95.0,1007.0,Government,Secondary,1171.0,-37.66390279,145.06286022
Mill Park Secondary College,,2023,EPPING,26.0,1.9,75.8,97.0,,,,,,
Minaret College,46321.0,2014,SPRINGVALE,28.0,6.2,100.0,100.0,998.0,Independent,Combined,1502.0,-37.93883681,145.1482852
Minaret College,46321.0,2015,SPRINGVALE,29.0,6.4,99.0,99.0,1021.0,Independent,Combined,1598.0,-37.93883681,145.1482852
Minaret College,46321.0,2016,SPRINGVALE,27.0,5.3,99.0,100.0,998.0,Independent,Combined,1684.0,-37.93883681,145.1482852
Minaret College,46321.0,2016,OFFICER,27.0,0.0,,,998.0,Independent,Combined,1684.0,-37.93883681,145.1482852
Minaret College,46321.0,2017,SPRINGVALE,27.0,4.7,100.0,100.0,994.0,Independent,Combined,1764.0,-37.93883681,145.1482852
Minaret College,46321.0,2017,OFFICER,25.0,0.9,100.0,100.0,994.0,Independent,Combined,1764.0,-37.93883681,145.1482852
Minaret College,46321.0,2018,OFFICER,25.0,0.9,100.0,100.0,982.0,Independent,Combined,1803.0,-37.93863,145.149168
Minaret College,46321.0,2018,SPRINGVALE,28.0,4.4,98.8,99.0,982.0,Independent,Combined,1803.0,-37.93863,145.149168
Minaret College,46321.0,2019,OFFICER,30.0,5.1,86.7,100.0,984.0,Independent,Combined,1852.0,-37.93863,145.149168
Minaret College,46321.0,2019,SPRINGVALE,27.0,1.9,92.2,100.0,984.0,Independent,Combined,1852.0,-37.93863,145.149168
Minaret College,46321.0,2020,OFFICER,27.0,0.6,84.8,100.0,984.0,Independent,Combined,2030.0,-37.93863,145.149168
Minaret College,46321.0,2020,SPRINGVALE,29.0,5.1,96.9,100.0,984.0,Independent,Combined,2030.0,-37.93863,145.149168
Minaret College,46321.0,2021,OFFICER,26.0,2.3,81.8,100.0,983.0,Independent,Combined,2261.0,-37.93863,145.149168
Minaret College,46321.0,2021,SPRINGVALE,28.0,3.6,97.6,99.0,983.0,Independent,Combined,2261.0,-37.93863,145.149168
Minaret College,46321.0,2022,OFFICER,27.0,1.3,100.0,98.0,980.0,Independent,Combined,2423.0,-37.93863,145.149168
Minaret College,46321.0,2022,SPRINGVALE,27.0,4.0,84.6,100.0,980.0,Independent,Combined,2423.0,-37.93863,145.149168
Minaret College,,2023,OFFICER,26.0,1.3,91.4,98.0,,,,,,
Minaret College,,2023,SPRINGVALE,25.0,2.9,88.0,100.0,,,,,,
Mirboo North Sec College,45426.0,2014,MIRBOO NORTH,29.0,2.6,85.0,100.0,999.0,Government,Secondary,337.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2015,MIRBOO NORTH,28.0,4.1,70.0,97.0,991.0,Government,Secondary,323.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2016,MIRBOO NORTH,30.0,7.8,82.0,97.0,993.0,Government,Secondary,318.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2017,MIRBOO NORTH,29.0,1.5,67.0,100.0,987.0,Government,Secondary,313.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2018,MIRBOO NORTH,31.0,4.3,85.7,100.0,995.0,Government,Secondary,331.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2019,MIRBOO NORTH,27.0,2.3,71.4,100.0,992.0,Government,Secondary,347.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2020,MIRBOO NORTH,26.0,1.9,75.0,100.0,994.0,Government,Secondary,367.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2021,MIRBOO NORTH,28.0,2.3,53.1,91.0,995.0,Government,Secondary,381.0,-38.40018,146.148821
Mirboo North Sec College,45426.0,2022,MIRBOO NORTH,24.0,3.5,51.9,96.0,1002.0,Government,Secondary,402.0,-38.40018,146.148821
Mirboo North Sec College,,2023,MIRBOO NORTH,27.0,3.3,71.1,92.0,,,,,,
Monbulk College,45427.0,2014,MONBULK,26.0,1.7,87.0,100.0,1020.0,Government,Secondary,507.0,-37.88317535,145.42780676
Monbulk College,45427.0,2015,MONBULK,27.0,4.2,86.0,98.0,1023.0,Government,Secondary,534.0,-37.88317535,145.42780676
Monbulk College,45427.0,2016,MONBULK,28.0,4.5,84.0,98.0,1029.0,Government,Secondary,537.0,-37.88317535,145.42780676
Monbulk College,45427.0,2017,MONBULK,29.0,5.7,75.0,98.0,1029.0,Government,Secondary,564.0,-37.88317535,145.42780676
Monbulk College,45427.0,2018,MONBULK,27.0,3.3,90.0,96.0,1021.0,Government,Secondary,579.0,-37.88317535,145.42780676
Monbulk College,45427.0,2019,MONBULK,27.0,2.7,84.7,97.0,1027.0,Government,Secondary,573.0,-37.88317535,145.42780676
Monbulk College,45427.0,2020,MONBULK,27.0,5.6,57.6,97.0,1030.0,Government,Secondary,567.0,-37.88317535,145.42780676
Monbulk College,45427.0,2021,MONBULK,27.0,4.0,51.6,94.0,1033.0,Government,Secondary,560.0,-37.88317535,145.42780676
Monbulk College,45427.0,2022,MONBULK,25.0,1.3,70.8,94.0,1033.0,Government,Secondary,537.0,-37.88317535,145.42780676
Monbulk College,,2023,MONBULK,25.0,4.9,35.8,92.0,,,,,,
Monivae College,45893.0,2014,HAMILTON,30.0,5.9,74.0,100.0,1001.0,Catholic,Secondary,608.0,-37.74203709,142.04945362
Monivae College,45893.0,2015,HAMILTON,29.0,3.3,69.0,100.0,1016.0,Catholic,Secondary,568.0,-37.74203709,142.04945362
Monivae College,45893.0,2016,HAMILTON,30.0,4.9,69.0,99.0,1017.0,Catholic,Secondary,558.0,-37.74203709,142.04945362
Monivae College,45893.0,2017,HAMILTON,29.0,2.9,71.0,100.0,1016.0,Catholic,Secondary,533.0,-37.74203709,142.04945362
Monivae College,45893.0,2018,HAMILTON,29.0,2.8,69.4,100.0,1011.0,Catholic,Secondary,531.0,-37.74203709,142.04945362
Monivae College,45893.0,2019,HAMILTON,28.0,2.2,78.8,100.0,1018.0,Catholic,Secondary,522.0,-37.74203709,142.04945362
Monivae College,45893.0,2020,HAMILTON,28.0,4.5,75.8,100.0,1021.0,Catholic,Secondary,529.0,-37.74203709,142.04945362
Monivae College,45893.0,2021,HAMILTON,28.0,3.5,62.7,100.0,1024.0,Catholic,Secondary,514.0,-37.74203709,142.04945362
Monivae College,45893.0,2022,HAMILTON,28.0,3.2,57.7,100.0,1033.0,Catholic,Secondary,539.0,-37.74203709,142.04945362
Monivae College,,2023,HAMILTON,27.0,3.4,58.3,100.0,,,,,,
Monterey Secondary College,45547.0,2014,FRANKSTON NORTH,25.0,0.0,60.0,85.0,922.0,Government,Secondary,312.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2015,FRANKSTON NORTH,22.0,0.0,75.0,95.0,923.0,Government,Secondary,310.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2016,FRANKSTON NORTH,24.0,0.0,67.0,94.0,915.0,Government,Secondary,300.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2017,FRANKSTON NORTH,22.0,0.0,58.0,92.0,918.0,Government,Secondary,264.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2018,FRANKSTON NORTH,24.0,0.0,87.5,100.0,925.0,Government,Secondary,288.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2019,FRANKSTON NORTH,25.0,4.3,41.2,76.0,938.0,Government,Secondary,280.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2020,FRANKSTON NORTH,26.0,0.0,66.7,100.0,931.0,Government,Secondary,268.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2021,FRANKSTON NORTH,28.0,0.0,63.6,100.0,925.0,Government,Secondary,302.0,-38.12672883,145.14793052
Monterey Secondary College,45547.0,2022,FRANKSTON NORTH,24.0,0.0,100.0,100.0,910.0,Government,Secondary,325.0,-38.12672883,145.14793052
Monterey Secondary College,,2023,FRANKSTON NORTH,25.0,,22.2,96.0,,,,,,
Montmorency Sec College,45428.0,2014,MONTMORENCY,29.0,4.3,90.0,99.0,1026.0,Government,Secondary,700.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2015,MONTMORENCY,30.0,5.6,90.0,98.0,1032.0,Government,Secondary,728.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2016,MONTMORENCY,30.0,8.0,89.0,100.0,1031.0,Government,Secondary,794.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2017,MONTMORENCY,29.0,5.9,89.0,98.0,1037.0,Government,Secondary,870.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2018,MONTMORENCY,30.0,4.2,89.6,99.0,1040.0,Government,Secondary,1003.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2019,MONTMORENCY,29.0,5.0,86.7,99.0,1042.0,Government,Secondary,1060.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2020,MONTMORENCY,29.0,4.5,96.4,99.0,1051.0,Government,Secondary,1121.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2021,MONTMORENCY,29.0,4.3,62.5,97.0,1055.0,Government,Secondary,1128.0,-37.714075,145.113611
Montmorency Sec College,45428.0,2022,MONTMORENCY,28.0,4.3,80.0,100.0,1064.0,Government,Secondary,1122.0,-37.714075,145.113611
Montmorency Sec College,,2023,MONTMORENCY,30.0,6.6,67.0,99.0,,,,,,
Mooroolbark College,45429.0,2014,MOOROOLBARK,29.0,4.3,91.0,99.0,988.0,Government,Secondary,1096.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2015,MOOROOLBARK,30.0,1.9,85.0,93.0,985.0,Government,Secondary,1073.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2016,MOOROOLBARK,28.0,1.1,81.0,96.0,993.0,Government,Secondary,1148.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2017,MOOROOLBARK,27.0,2.5,78.0,97.0,988.0,Government,Secondary,1144.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2018,MOOROOLBARK,27.0,1.9,62.1,98.0,995.0,Government,Secondary,1142.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2019,MOOROOLBARK,28.0,4.9,69.3,91.0,995.0,Government,Secondary,1139.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2020,MOOROOLBARK,28.0,2.9,70.5,98.0,994.0,Government,Secondary,1164.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2021,MOOROOLBARK,28.0,5.1,61.2,99.0,994.0,Government,Secondary,1168.0,-37.77508326,145.31423044
Mooroolbark College,45429.0,2022,MOOROOLBARK,29.0,3.9,59.4,99.0,988.0,Government,Secondary,1052.0,-37.77508326,145.31423044
Mooroolbark College,,2023,MOOROOLBARK,28.0,2.7,48.8,90.0,,,,,,
Mooroopna Secondary College,45443.0,2014,MOOROOPNA,25.0,0.6,75.0,97.0,1024.0,Government,Secondary,1083.0,-37.800473,145.238246
Mooroopna Secondary College,45443.0,2015,MOOROOPNA,26.0,2.0,54.0,88.0,1025.0,Government,Secondary,1088.0,-37.800473,145.238246
Mooroopna Secondary College,45443.0,2016,MOOROOPNA,24.0,0.0,60.0,93.0,1026.0,Government,Secondary,1073.0,-37.800473,145.238246
Mooroopna Secondary College,45443.0,2017,MOOROOPNA,23.0,1.3,62.0,97.0,1025.0,Government,Secondary,1043.0,-37.800473,145.238246
Mooroopna Secondary College,45443.0,2018,MOOROOPNA,26.0,0.0,61.3,100.0,1028.0,Government,Secondary,1022.0,-37.800473,145.238246
Mooroopna Secondary College,45443.0,2019,MOOROOPNA,22.0,0.0,54.5,91.0,1034.0,Government,Secondary,1013.0,-37.800473,145.238246
Mordialloc College,45431.0,2014,MORDIALLOC,28.0,1.3,81.0,99.0,1011.0,Government,Secondary,566.0,-38.012301,145.09199
Mordialloc College,45431.0,2015,MORDIALLOC,27.0,2.0,91.0,98.0,1018.0,Government,Secondary,617.0,-38.012301,145.09199
Mordialloc College,45431.0,2016,MORDIALLOC,27.0,1.2,88.0,98.0,1021.0,Government,Secondary,669.0,-38.012301,145.09199
Mordialloc College,45431.0,2017,MORDIALLOC,27.0,5.7,78.0,94.0,1029.0,Government,Secondary,753.0,-38.012301,145.09199
Mordialloc College,45431.0,2018,MORDIALLOC,30.0,9.8,86.0,98.0,1038.0,Government,Secondary,867.0,-38.012301,145.09199
Mordialloc College,45431.0,2019,MORDIALLOC,29.0,3.9,87.7,98.0,1041.0,Government,Secondary,966.0,-38.012301,145.09199
Mordialloc College,45431.0,2020,MORDIALLOC,30.0,7.7,91.5,99.0,1046.0,Government,Secondary,1077.0,-38.012301,145.09199
Mordialloc College,45431.0,2021,MORDIALLOC,28.0,6.7,88.7,99.0,1050.0,Government,Secondary,1103.0,-38.012301,145.09199
Mordialloc College,45431.0,2022,MORDIALLOC,30.0,5.2,82.7,98.0,1055.0,Government,Secondary,1189.0,-38.012301,145.09199
Mordialloc College,,2023,MORDIALLOC,30.0,6.4,65.4,96.0,,,,,,
Mornington Secondary College,45542.0,2014,MORNINGTON,29.0,4.0,76.0,96.0,992.0,Government,Secondary,1399.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2015,MORNINGTON,27.0,2.1,66.0,98.0,998.0,Government,Secondary,1445.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2016,MORNINGTON,27.0,2.2,69.0,97.0,998.0,Government,Secondary,1534.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2017,MORNINGTON,27.0,1.1,68.0,96.0,1004.0,Government,Secondary,1566.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2018,MORNINGTON,27.0,1.6,66.5,97.0,1013.0,Government,Secondary,1650.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2019,MORNINGTON,26.0,2.7,53.3,96.0,1016.0,Government,Secondary,1639.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2020,MORNINGTON,27.0,4.0,70.2,99.0,1014.0,Government,Secondary,1589.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2021,MORNINGTON,28.0,2.9,57.5,97.0,1014.0,Government,Secondary,1529.0,-38.2182617,145.05881042
Mornington Secondary College,45542.0,2022,MORNINGTON,28.0,3.9,57.6,99.0,1006.0,Government,Secondary,1329.0,-38.2182617,145.05881042
Mornington Secondary College,,2023,MORNINGTON,27.0,2.1,47.1,91.0,,,,,,
Mortlake College,45184.0,2014,MORTLAKE,27.0,4.8,64.0,100.0,970.0,Government,Combined,253.0,-38.086366,142.80955
Mortlake College,45184.0,2015,MORTLAKE,30.0,5.0,64.0,100.0,989.0,Government,Combined,246.0,-38.086366,142.80955
Mortlake College,45184.0,2016,MORTLAKE,35.0,14.3,56.0,100.0,980.0,Government,Combined,240.0,-38.086366,142.80955
Mortlake College,45184.0,2017,MORTLAKE,33.0,13.3,50.0,100.0,971.0,Government,Combined,242.0,-38.086366,142.80955
Mortlake College,45184.0,2018,MORTLAKE,29.0,2.8,44.4,100.0,976.0,Government,Combined,223.0,-38.086366,142.80955
Mortlake College,45184.0,2019,MORTLAKE,27.0,4.1,30.0,100.0,984.0,Government,Combined,224.0,-38.086366,142.80955
Mortlake College,45184.0,2020,MORTLAKE,33.0,4.3,83.3,100.0,982.0,Government,Combined,202.0,-38.086366,142.80955
Mortlake College,45184.0,2021,MORTLAKE,32.0,5.1,80.0,100.0,986.0,Government,Combined,191.0,-38.086366,142.80955
Mortlake College,45184.0,2022,MORTLAKE,31.0,2.9,85.7,100.0,973.0,Government,Combined,174.0,-38.086366,142.80955
Mortlake College,,2023,MORTLAKE,31.0,3.6,40.0,100.0,,,,,,
Mount Alexander 7-12 Coll,45375.0,2014,FLEMINGTON,25.0,1.9,63.0,78.0,959.0,Government,Secondary,317.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2015,FLEMINGTON,26.0,3.9,91.0,88.0,959.0,Government,Secondary,319.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2016,FLEMINGTON,23.0,4.2,79.0,96.0,952.0,Government,Secondary,324.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2017,FLEMINGTON,26.0,1.5,94.0,94.0,983.0,Government,Secondary,346.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2018,FLEMINGTON,27.0,4.2,85.7,100.0,1005.0,Government,Secondary,419.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2019,FLEMINGTON,27.0,2.2,88.5,100.0,1030.0,Government,Secondary,470.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2020,FLEMINGTON,31.0,3.8,77.3,95.0,1047.0,Government,Secondary,507.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2021,FLEMINGTON,28.0,2.7,74.4,95.0,1052.0,Government,Secondary,586.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,45375.0,2022,FLEMINGTON,29.0,5.0,76.1,89.0,1065.0,Government,Secondary,628.0,-37.782458,144.933057
Mount Alexander 7-12 Coll,,2023,FLEMINGTON,29.0,6.8,66.2,96.0,,,,,,
Mount Beauty Sec College,45432.0,2014,MOUNT BEAUTY,28.0,3.8,68.0,100.0,1016.0,Government,Secondary,174.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2015,MOUNT BEAUTY,29.0,6.2,70.0,100.0,1018.0,Government,Secondary,163.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2016,MOUNT BEAUTY,31.0,3.6,71.0,96.0,1023.0,Government,Secondary,170.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2017,MOUNT BEAUTY,27.0,2.1,44.0,96.0,1020.0,Government,Secondary,173.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2018,MOUNT BEAUTY,28.0,2.0,64.3,96.0,1037.0,Government,Secondary,183.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2019,MOUNT BEAUTY,26.0,2.0,64.7,100.0,1043.0,Government,Secondary,178.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2020,MOUNT BEAUTY,28.0,2.7,72.7,91.0,1052.0,Government,Secondary,185.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2021,MOUNT BEAUTY,26.0,1.2,47.4,79.0,1052.0,Government,Secondary,197.0,-36.740307,147.167284
Mount Beauty Sec College,45432.0,2022,MOUNT BEAUTY,27.0,2.6,57.1,100.0,1049.0,Government,Secondary,173.0,-36.740307,147.167284
Mount Beauty Sec College,,2023,MOUNT BEAUTY,28.0,2.9,53.3,100.0,,,,,,
Mount Clear College,45339.0,2014,MOUNT CLEAR,27.0,2.1,55.0,91.0,968.0,Government,Secondary,1058.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2015,MOUNT CLEAR,24.0,2.0,53.0,90.0,972.0,Government,Secondary,1059.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2016,MOUNT CLEAR,25.0,2.2,55.0,85.0,967.0,Government,Secondary,1018.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2017,MOUNT CLEAR,24.0,1.3,57.0,90.0,963.0,Government,Secondary,1059.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2018,MOUNT CLEAR,26.0,1.4,57.8,95.0,973.0,Government,Secondary,1032.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2019,MOUNT CLEAR,26.0,1.6,56.0,91.0,983.0,Government,Secondary,1074.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2020,MOUNT CLEAR,27.0,2.1,75.3,97.0,990.0,Government,Secondary,1063.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2021,MOUNT CLEAR,27.0,0.3,45.1,93.0,990.0,Government,Secondary,1075.0,-37.60741829,143.8767265
Mount Clear College,45339.0,2022,MOUNT CLEAR,28.0,2.3,73.8,97.0,989.0,Government,Secondary,1055.0,-37.60741829,143.8767265
Mount Clear College,,2023,MOUNT CLEAR,26.0,3.4,50.0,93.0,,,,,,
Mount Eliza Sec College,45433.0,2014,MOUNT ELIZA,30.0,5.4,92.0,97.0,1033.0,Government,Secondary,620.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2015,MOUNT ELIZA,28.0,5.5,82.0,94.0,1038.0,Government,Secondary,551.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2016,MOUNT ELIZA,30.0,4.7,93.0,100.0,1038.0,Government,Secondary,505.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2017,MOUNT ELIZA,28.0,4.2,84.0,99.0,1049.0,Government,Secondary,538.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2018,MOUNT ELIZA,29.0,3.0,71.8,99.0,1051.0,Government,Secondary,547.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2019,MOUNT ELIZA,28.0,5.4,83.3,98.0,1048.0,Government,Secondary,550.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2020,MOUNT ELIZA,31.0,6.2,92.2,96.0,1052.0,Government,Secondary,569.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2021,MOUNT ELIZA,30.0,6.5,89.0,99.0,1053.0,Government,Secondary,662.0,-38.190138,145.093813
Mount Eliza Sec College,45433.0,2022,MOUNT ELIZA,29.0,5.4,89.7,100.0,1057.0,Government,Secondary,697.0,-38.190138,145.093813
Mount Eliza Sec College,,2023,MOUNT ELIZA,29.0,3.7,59.3,99.0,,,,,,
Mount Erin College,45339.0,2014,FRANKSTON,29.0,3.6,79.0,91.0,968.0,Government,Secondary,1058.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2015,FRANKSTON,30.0,3.4,86.0,100.0,972.0,Government,Secondary,1059.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2016,FRANKSTON,28.0,3.6,68.0,93.0,967.0,Government,Secondary,1018.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2017,FRANKSTON,27.0,0.9,69.0,99.0,963.0,Government,Secondary,1059.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2018,FRANKSTON,28.0,1.6,91.4,97.0,973.0,Government,Secondary,1032.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2019,FRANKSTON,28.0,2.0,64.9,95.0,983.0,Government,Secondary,1074.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2020,FRANKSTON,27.0,1.0,69.9,96.0,990.0,Government,Secondary,1063.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2021,FRANKSTON,27.0,0.7,54.5,94.0,990.0,Government,Secondary,1075.0,-37.60741829,143.8767265
Mount Erin College,45339.0,2022,FRANKSTON SOUTH,26.0,1.3,70.2,96.0,989.0,Government,Secondary,1055.0,-37.60741829,143.8767265
Mount Erin College,,2023,FRANKSTON SOUTH,26.0,0.8,45.7,99.0,,,,,,
Mount Evelyn Christian School,46229.0,2014,MOUNT EVELYN,30.0,5.7,81.0,100.0,1054.0,Independent,Combined,619.0,-37.79883442,145.3670969
Mount Evelyn Christian School,46229.0,2015,MOUNT EVELYN,31.0,6.6,90.0,100.0,1067.0,Independent,Combined,615.0,-37.79883442,145.3670969
Mount Evelyn Christian School,46229.0,2016,MOUNT EVELYN,29.0,3.2,82.0,100.0,1051.0,Independent,Combined,625.0,-37.79883442,145.3670969
Mount Evelyn Christian School,46229.0,2017,MOUNT EVELYN,30.0,5.4,83.0,100.0,1077.0,Independent,Combined,596.0,-37.79883442,145.3670969
Mount Evelyn Christian School,46229.0,2018,MOUNT EVELYN,29.0,5.2,79.5,100.0,1066.0,Independent,Combined,590.0,-37.79883442,145.3670969
Mount Evelyn Christian School,46229.0,2019,MOUNT EVELYN,29.0,4.5,67.6,100.0,1060.0,Independent,Combined,644.0,-37.79883442,145.3670969
